user_id,user_age,user_level,user_learning_interests,user_avg_session_minutes,user_posts_count,user_comments_made,user_likes_given,user_friends_count,days_since_signup,post_id,post_topic_category,post_topic_title,post_word_count,post_has_image,post_likes,post_comments,post_reposts,post_age_hours,post_is_pinned,author_friend_status,topic_interest_match,peer_engagement_count,created_at,engaged
1086,21,Intermediate,"Listening,Event",8.1,60,7,461,72,214,5410,Event,Writing workshop signup,426,no,202,64,2,439.7,False,BLOCKED,0.781,3,2026-01-16 17:17:00,1
1146,37,Beginner,Writing|BusinessEnglish|TOEFL,8.5,21,210,161,45,270,5114,listening,Accents around the world,546,0,108,48,10,28.9,0,PENDING,0.188,0,2026-03-14 21:03:00,1
1204,32,Beginner,,16.3,4,117,86,96,102,5585,reading,Inference questions explained,88,False,13,35,2,95.5,true,PENDING,0.074,5,2026-02-26 00:38:00,0
1187,34,Intermediate,"Speaking,Event",9999,42,191,114,41,439,5309,Grammar,Articles a/an/the explained,70,no,135,39,19,312,no,BLOCKED,0.248,8,18-03-2026,0
1156,42,Beginner,Writing; IELTS,12.6,69,201,158,79,737,5348, Event ,Speaking club Friday,499,yes,44,50,25,207.7,0,NOT_FRIEND,0.099,0,2026-01-29 14:36:00,0
1005,999,Intermediate,Grammar,18,77,16,189,47,451,5426,READING,Vocabulary in context,277,1,212,18,7,174,no,FRIEND,0.23,9,2026-02-12 17:47:00,1
1173,37,Beginner,null,18.9,44,223,479,8,316,5016,IELTS,Speaking part 3 examples,,no,184,71,16,269.5,false,BLOCKED,0.981,11,2026-04-25 08:26:00,1
1148,22,Intermediate,"Listening,Event,Grammar",16.2,72,206,506,10,485,5542,TOEFL,TOEFL Prep weekly thread,196,true,76,32,7,53.5,false,FRIEND,0.07,2,03/22/2026,1
1050,19,Advanced,"BusinessEnglish,Grammar",51.2,69,15,239,53,858,5080,EVENT,Speaking club Friday,579,true,248,1,11,249.2,false,BLOCKED,0.093,8,02/02/2026,0
1176,21,Intermediate,"Grammar,Event",51.4,73,232,469,9,45,5149,Grammar,Conditionals — when to use which,39,0,343,46,17,463.5,0,BLOCKED,0.904,8,02-04-2026,1
1099,18,Beginner,Grammar,9999,38,110,296,114,163,5098,BUSINESSENGLISH,Job interview answers,550,no,311,51,19,330,false,BLOCKED,0.134,11,2026-03-26 09:00:00,0
1085,25,Beginner,"Writing,Event,Grammar",43.4,44,116,42,73,445,5134,IELTS,Speaking part 3 examples,345,false,0,37,2,311.9,false,NOT_FRIEND,0.035,8,2026-04-09 12:06:00,1
1030,24,ADVANCED,BusinessEnglish; IELTS,30.5,79,128,1,4,325,5347,vocabulary,Word of the day,591,0,46,47,20,383.9,false,NOT_FRIEND,0.153,11,2026-01-26 13:51:00,0
1105,39,Advanced,"IELTS,Listening,Event",11.6,61,54,461,101,228,5260,reading,Inference questions explained,435,0,272,67,18,518.4,0,PENDING,0.093,9,2026-02-12 23:00:00,0
1024,33,Beginner,"Reading,Grammar",52.5,74,214,222,80,609,5074,Listening,Podcast recommendations,187,true,298,74,11,368.8,false,BLOCKED,0.061,11,2026-02-13 20:15:00,0
1050,19,advanced,BusinessEnglish; Grammar,51.2,69,15,239,53,858,5575,reading,Reading speed tracker,298,True,120,53,16,142.7,false,BLOCKED,0.246,7,2026-03-24 20:13:00,0
1062,27,advanced,TOEFL,5.5,63,47,142,59,637,5062, Grammar ,Subjunctive mood basics,559,no,155,35,1,108.3,false,FRIEND,0.023,7,2026-04-21 05:53:00,1
1102, ,Beginner,Grammar; Listening; BusinessEnglish,45.2,67,103,589,39,93,5152,BusinessEnglish,Presentation openings,170,false,327,64,4,213,False,FRIEND,0.99,0,2026-03-02 13:40:00,1
1091,41,advanced,"Grammar,BusinessEnglish,Reading",4.2,48,124,200,42,869,5360,BusinessEnglish,Negotiation language,434,false,307,66,10,392.6,false,PENDING,0.918,5,2026-04-01 08:32:00,1
1198,35,Intermediate,Vocabulary|Grammar,10.7,38,40,516,34,109,5152,BusinessEnglish,Presentation openings,-39,0,327,64,4,213,no,FRIEND, ,4,2026-03-02 13:40:00,1
1167,NaN,Intermediate,"IELTS,Listening,Grammar",14.5,60,26,471,69,117,5253,BusinessEnglish,Presentation openings,101,no,347,12,20,714.7,false,PENDING,0.14,11,2026-03-13 00:41:00,0
1103,19,Beginner,"IELTS,Writing",9.8,26,31,539,60,492,5329,businessenglish,Presentation openings,465,0,124,19,14,233.1,0,PENDING,0.243,5,2026-01-26 04:17:00,1
1200,28,Beginner,"IELTS,Grammar",28.3,55,176,85,87,125,5034,Writing,Punctuation pitfalls,159,false,79,6,14,483.6,false,PENDING,0.233,10,01/11/2026,0
1026,31,Beginner,Speaking; IELTS; BusinessEnglish,35.2,13,191,330,,92,5092,businessenglish,Presentation openings,370,true,20,66,11,469.6,False,NOT_FRIEND,0.889,7,2026-01-13 13:49:00,1
1130,36,Intermediate,Event|Reading,37.4,7,233,142,120,241,5572,businessenglish,Email templates that work,311,false,163,80,1,628,False,BLOCKED,0.03,3,2026-04-05 07:17:00,0
1215,34,Intermediate,"Grammar,Vocabulary",23,55,211,88,119,639,5506,BusinessEnglish,Meeting phrases,466,no,309,57,9,631.2,no,FRIEND,0.044,5,01/14/2026,1
1143,33,Intermediate,TOEFL; Writing,51.8,18,92,590,91,801,5266,grammar,Subjunctive mood basics,593,no,121,19,5,672,false,FRIEND,0.249,2,13-01-2026,0
1010,33,Advanced,BusinessEnglish|Grammar|Vocabulary,37.8,10,74,447,85,540,5260,Reading,Inference questions explained,435,false,272,67,18,518.4,false,FRIEND,0.133,1,2026-02-12 23:00:00,1
1138,28,Beginner,"Speaking,Event,Vocabulary",12.6,12,67,302,110,454,5023,WRITING,Formal vs informal register,235,no,126,15,22,7.2,no,FRIEND,0.059,4,04/19/2026,1
1189,35,Beginner,Event; Writing; Grammar,43.7,80,201,122,25,317,5401,Reading,  Skimming vs scanning,88,true,340,87,25,476.7,false,BLOCKED,0.055,0,03/28/2026,0
1000,31,Advanced,BusinessEnglish|Event|Reading,36.6,4,176,469,85,290,5299,vocabulary,Synonym swap challenge,277,false,344,5,17,647.9,false,FRIEND,0.246,12,2026-03-28 17:42:00,1
1163,31,Advanced,"Writing,Speaking,Event",NaN,30,84,375,53,650,5527,Grammar,Phrasal verbs that confuse everyone,,no,119,5,14,33.6,false,FRIEND,0.067,4,04/10/2026,1
1198,35, Intermediate ,Vocabulary; Grammar,10.7,38,40,516,34,109,5529,Event,Speaking club Friday,168,no,203,88,0,54.1,false,NOT_FRIEND,0.132,12,02/18/2026,1
1030,24,advanced,"BusinessEnglish,IELTS",30.5,79,128,1,4,325,5082,Event,Writing workshop signup,219,true,240,19,5,281.8,false,PENDING,0.082,11,03/19/2026,0
1129,36,Advanced,"Writing,IELTS,Vocabulary",9999,55,30,565,86,183,5258,Vocabulary,Academic word list — week 4,96,no,60,19,17,9.8,true,NOT_FRIEND,0.966,5,2026-03-09 04:09:00,1
1169,19,Beginner,Writing; Grammar; IELTS,5.5,34,244,248,51,201,5140,Grammar,Conditionals — when to use which,227,true,269,37,12,605.4,no,NOT_FRIEND,0.831,2,2026-03-26 17:57:00,1
1116,42,Intermediate,"Grammar,Vocabulary,Event",41.1,34,80,378,30,257,5143,IELTS,  Speaking part 3 examples,410,true,343,40,10,359.9,false,BLOCKED,N/A,5,2026-02-03 06:53:00,0
1034,31,Beginner,TOEFL; Grammar,5.7,37,180,469,26,702,5390,Grammar,#PastParticiple cheatsheet,568,true,185,76,5,458.6,false,PENDING,0.768,0,2026-03-19 12:00:00,1
1090,24,Advanced,"Grammar,Vocabulary,BusinessEnglish",11.4,43,98,320,72,278,5521,Reading,Vocabulary in context,459,true,324,52,22,349.7,false,PENDING,0.082,1,2026-04-02 15:33:00,0
1032,35,Intermediate,IELTS,55.3,80,79,50,28,309,5178,Listening,Podcast recommendations,273,no,290,34,0,38.1,0,FRIEND,0.032,11,01/23/2026,1
1204,32,Beginner,Grammar; TOEFL,16.3,4,117,86,96,102,5450,GRAMMAR,Articles a/an/the explained,39,true,281,64,1,570.6,false,FRIEND,0.787,6,2026/01/16,1
1064,41,Intermediate,Listening; Writing,8.3,61,118,481,61,687,5038,Grammar,Subjunctive mood basics,261,yes,63,68,5,706.6,false,PENDING,0.17,5,17-01-2026,0
1176,21,Intermediate,Grammar; Event,51.4,73,232,469,9,45,5483,VOCABULARY,Word of the day,132,False,229,2,8,302.2,false,FRIEND,0.04,2,2026-04-05 12:16:00,1
1112,24,Advanced,Vocabulary,17.9,28,51,217,12,289,5455,Speaking,Accent reduction drills,318,no,20,58,11,29.8,False,NOT_FRIEND,0.23,3,2026/04/28,0
1214,31,Intermediate,Writing; Listening; Speaking,48.5,29,83,375,39,833,5587,IELTS,Writing task 2 essay structures,463,no,234,85,24,343.2,false,NOT_FRIEND,0.143,5,27-01-2026,1
1046,38,INTERMEDIATE,Speaking,17.2,43,150,551,96,569,5140,GRAMMAR,Conditionals — when to use which,227,yes,269,37,12,605.4,False,NOT_FRIEND,0.158,11,03/26/2026,1
1019,999,Intermediate,Vocabulary,30.2,78,14,170,111,793,5486,TOEFL,Integrated writing tips,594,false,347,47,24,365.9,false,PENDING,0.224,3,2026/01/08,0
1035,27,Advanced,"Grammar,Event,Writing",8.3,15,38,596,91,408,5358, Event ,Writing workshop signup,270,false,204,1,2,560.6,false,FRIEND,0.977,2,04/09/2026,1
1112,,Advanced,Vocabulary,17.9,28,51,217,12,289,5249,Grammar,Subjunctive mood basics,399,1,74,80,2,33.4,false,PENDING,0.015,3,2026-02-03 18:43:00,0
1065,26,BEGINNER,"TOEFL,Vocabulary,Listening",59.4,78,32,285,65,545,5563,SPEAKING,  Daily speaking partners,46,no,344,69,2,395.2,no,BLOCKED,0.079,10,01-04-2026,0
1166,25,Advanced,IELTS,11,50,159,314,19,143,5535,EVENT,  Mentor AMA Tuesday,57,false,293,63,6,22.2,0,FRIEND,0.019,11,01/05/2026,1
1076,20,ADVANCED,"Vocabulary,Event,Writing",7.4,56,78,392,49,692,5101,Speaking,Small talk openers,443,1,134,25,10,407.6,no,BLOCKED,NaN,8,2026-02-15 16:35:00,0
1011,39,Intermediate,Writing,8.7,21,39,173,54,257,5040, Event ,Writing workshop signup,543,true,232,13,7,221.9,false,PENDING,0.226,10,2026-03-27 06:03:00,1
1122,42, Beginner ,"TOEFL,BusinessEnglish",42.8,16,124,375,null,884,5448,Writing,Formal vs informal register,488,false,117,64,25,372.1,false,PENDING,0.176,2,2026-01-31 13:46:00,0
1016,32,Intermediate,"Vocabulary,IELTS,TOEFL",54.8,26,17,303,119,355,5524,Grammar,Conditionals — when to use which,62,false,32,48,9,12.6,false,PENDING,0.047,5,2026-04-13 03:09:00,1
1036,42,Intermediate,Vocabulary,48.1,35,41,101,47,361,5317,Event,  Speaking club Friday,289,True,315,16,9,179.1,False,FRIEND,0.108,10,2026-01-31 11:15:00,1
1214,31, Intermediate ,"Writing,Listening,Speaking",48.5,29,83,375,39,833,5328,Listening,Dictation practice thread,512,false,266,29,11,690,no,BLOCKED,,4,2026-03-24 17:37:00,1
1000,31,advanced,"BusinessEnglish,Event,Reading",36.6,4,176,469,85,290,5221,Speaking,Storytelling fluency,444,yes,326,53,10,227.4,False,PENDING,0.05,5,2026-04-23 18:57:00,0
1073,26,Beginner,Reading|BusinessEnglish|IELTS,59,25,122,210,2,430,5319,IELTS,Cue card practice partners,80,no,268,52,10,570.5,1,BLOCKED,0.808,3,01/07/2026,1
1107,,Beginner,Grammar,57,26,124,202,54,70,5500,GRAMMAR,#PastParticiple cheatsheet,199,true,5,27,20,504.3,false,BLOCKED,0.905,11,2026-01-13 17:04:00,1
1012,41,Advanced,"IELTS,BusinessEnglish",49.3,25,171,160,112,263,5232,Event,Speaking club Friday,23,False,150,67,8,320.8,false,BLOCKED,0.203,12,01/13/2026,1
1033,35,advanced,"Writing,IELTS,Speaking",15.8,4,56,520,116,506,5240,BusinessEnglish,Presentation openings,103,no,256,26,14,222,no,PENDING,0.111,8,2026-02-02 21:16:00,1
1046,38,intermediate,Speaking,17.2,43,150,551,96,569,5179,Reading,Inference questions explained,254,True,61,34,21,401.7,false,BLOCKED,0.075,0,07-02-2026,0
1219,18,Advanced,"IELTS,TOEFL,Reading",25.5,24,215,240,37,841,5219,speaking,  Small talk openers,457,True,38,85,11,244,no,PENDING,0.186,6,23-02-2026,1
1113,,advanced,"Event,Vocabulary,Reading",59.2,42,154,423,12,190,5085,BusinessEnglish,Job interview answers,227,no,314,81,5,474.9,false,FRIEND,0.127,10,2026-04-14 14:37:00,1
1057,36,Intermediate,"Vocabulary,Event",6.7,25,225,575,56,440,5188,businessenglish,Job interview answers,258,yes,192,5,0,554.6,false,NOT_FRIEND,0.151,6,2026-01-15 16:46:00,1
1085,25,Beginner,Writing|Event|Grammar,43.4,44,116,42,73,445,5306,Speaking,Accent reduction drills,554,yes,252,12,6,429.8,false,NOT_FRIEND,0.048,5,2026-03-29 11:52:00,1
1121,31,advanced,Event,42.8,30,88,220,71,437,5427, Writing ,Punctuation pitfalls,68,false,281,12,21,296.3,0,BLOCKED,0.038,2,01/06/2026,0
1024,33,Beginner,Reading|Grammar,52.5,74,214,222,80,609,5017,ielts,Writing task 2 essay structures,296,no,57,52,19,483.2,no,BLOCKED,NaN,6,2026-02-03 20:00:00,1
1110, , Beginner ,IELTS|Reading|Writing,null,38,76,119,30,862,5080,Event,Speaking club Friday,579,true,248,1,11,249.2,false,PENDING,0.13,2,02/02/2026,0
1185,32,Intermediate,TOEFL; Event; Vocabulary,5.1,31,121,535,106,316,5598,TOEFL,Score 100+ study plan,483,0,297,20,25,4.7,0,PENDING,0.766,0,2026-01-21 08:57:00,1
1054,19,Intermediate,"Listening,Speaking",35.8,54,145,312,51,789,5074, Listening ,Podcast recommendations,187,true,298,74,11,368.8,false,BLOCKED,0.88,9,2026-02-13 20:15:00,1
1215,34,Intermediate,Grammar|Vocabulary,23,55,211,88,119,639,5581,businessenglish,Email templates that work,123,no,237,90,6,486.1,false,BLOCKED,0.097,5,11-04-2026,0
1039,19,Beginner,IELTS; Event; Speaking,22.6,32,12,252,59,293,5034,Writing,Punctuation pitfalls, ,0,79,6,14,483.6,false,BLOCKED,0.124,8,01/11/2026,0
1093,32,ADVANCED,"Speaking,Writing", ,19,158,227,87,73,5116,listening,Dictation practice thread,472,yes,346,2,25,351,False,NOT_FRIEND,0.032,2,01/27/2026,1
1193,32,beginner,BusinessEnglish,47.1,64,20,456,97,248,5229,Reading,Inference questions explained,212,no,331,89,19,349.2,no,BLOCKED,0.044,3,04/13/2026,0
1211,24,INTERMEDIATE,TOEFL,22.8,46,80,45,17,825,5072,Writing,  Essay feedback exchange,292,false,247,54,19,111.1,false,NOT_FRIEND,0.249,1,26-04-2026,1
1146,37,Beginner,Writing; BusinessEnglish; TOEFL,,21,210,161,45,270,5067,IELTS,Listening trap words,302,true,5,23,19,490.6,0,NOT_FRIEND,0.173,4,2026-03-30 18:23:00,0
1197,42,Advanced,TOEFL; BusinessEnglish,55.4,77,149,51,101,626,5187,Writing,Punctuation pitfalls,507,false,110,3,9,692.3,0,FRIEND,0.078,8,2026-01-30 22:32:00,0
1168,42,Intermediate,"Reading,Vocabulary,BusinessEnglish",22.2,21,120,517,2,167,5057, Vocabulary ,Academic word list — week 4,304,true,268,72,0,85.6,False,FRIEND,0.84,5,2026-04-01 06:34:00,1
1016,32, Intermediate ,"Vocabulary,IELTS,TOEFL",54.8,26,17,303,119,355,5402,BusinessEnglish,Job interview answers,37,false,246,50,15,470.3,false,NOT_FRIEND,0.247,6,2026-04-12 11:16:00,1
1134,29,Advanced,"Grammar,Listening,Reading",19,1,230,76,75,418,5221,Speaking,Storytelling fluency,444,True,326,53,10,227.4,false,FRIEND,0.054,12,23-04-2026,1
1203,23,Advanced,Event; Reading; Speaking,32.4,43,201,554,16,788,5234,Writing,Paraphrasing practice,225,true,237,78,21,359.4,no,BLOCKED,0.109,1,2026-03-05 16:18:00,0
1204,32,Beginner,Grammar; TOEFL,16.3,4,117,86,96,102,5091,vocabulary,Word of the day,191,false,21,38,19,136.6,0,NOT_FRIEND,0.092,10,2026-02-27 10:41:00,0
1089,16,Advanced,Grammar; TOEFL; BusinessEnglish,22.9,28,8,463,51,540,5533,Vocabulary,Idioms in real conversations,135,false,145,7,8,670.1,0,PENDING,0.202,0,16-01-2026,0
1210,24,Beginner,"Grammar,Speaking",35.5,32,202,416,18,619,5549,TOEFL,Integrated writing tips,363,0,93,0,17,599.9,false,FRIEND,0.195,5,2026/01/15,1
1043,19,intermediate,"Event,TOEFL,IELTS",19,28,181,303,23,516,5211,BusinessEnglish,  Presentation openings,92,yes,256,1,25,125.1,no,NOT_FRIEND,0.093,2,08-01-2026,0
1219,18,Advanced,"IELTS,TOEFL,Reading",25.5,24,215,240,37,841,5171,event,Writing workshop signup,542,false,16,24,6,410.2,false,FRIEND,0.025,1,03/11/2026,0
1123,19,Intermediate,IELTS; Listening; BusinessEnglish,12.3,38,58,370,10,860,5342, BusinessEnglish ,Meeting phrases,132,yes,84,25,11,465,false,FRIEND,0.884,9,09-02-2026,1
1089,16,ADVANCED,"Grammar,TOEFL,BusinessEnglish",22.9,28,8,463,51,540,5060, Reading ,Skimming vs scanning,421,false,258,48,20,485.7,false,BLOCKED,0.103,7,01-05-2026,0
1020,23,Beginner,,17.8,54,71,163,11,64,5031,BusinessEnglish,Email templates that work,306,1,1,67,15,342.2,no,NOT_FRIEND,0.213,6,03/31/2026,1
1163,31,Advanced,null,5.6,30,84,375,53,650,5302,IELTS,Cue card practice partners,258,False,317,76,17,254.1,false,NOT_FRIEND,0.059,3,01/14/2026,0
1099,18,Beginner,Grammar,9.6,38,110,296,114,163,5356,Vocabulary,Synonym swap challenge,562,0,40,13,6,257,0,FRIEND,0.159,10,2026-03-31 12:37:00,1
1043,19,Intermediate,Event|TOEFL|IELTS,19,28,181,303,23,516,5228,Writing,Paraphrasing practice,342,false,20,7,16,570,false,NOT_FRIEND,0.101,7,03/10/2026,1
1098,42, Advanced ,TOEFL,17.4,17,210,16,105,782,5406,Speaking,Accent reduction drills,330,false,15,13,18,358.8,0,NOT_FRIEND,0.237,9,2026-02-14 06:34:00,0
1213,31,Advanced,"Listening,BusinessEnglish,Vocabulary",41.7,48,232,595,20,735,5316,Writing,Punctuation pitfalls,519,yes,228,14,21,87.6,false,FRIEND,0.064,0,2026/04/19,1
1094,33,Beginner,"Reading,Event",29.3,46,1,329,102,567,5591,Speaking,Daily speaking partners,381,no,281,3,14,108,false,PENDING,0.235,7,2026-05-01 05:36:00,1
1136,37,ADVANCED,,27.6,61,198,320,3,269,5060,Reading,Skimming vs scanning,421,false,258,48,20,485.7,false,BLOCKED,0.177,2,2026-05-01 00:23:00,0
1199,33,Beginner,"Listening,Reading,IELTS",20.2,68,98,124,85,649,5270,Listening,Note-taking techniques,194,false,303,60,18,154.7,false,FRIEND,0.808,4,25-02-2026,1
1030,24,Advanced,BusinessEnglish|IELTS,NaN,79,128,1,4,325,5502,Grammar,#PastParticiple cheatsheet,385,False,65,29,14,115.1,no,BLOCKED, ,12,2026-04-21 02:26:00,0
1170,39,Advanced,"Vocabulary,TOEFL",45.3,9,172,410,63,51,5403,Listening,Note-taking techniques,93,no,252,45,14,383.9,false,BLOCKED,0.165,4,19-04-2026,0
1143,33,Intermediate,"TOEFL,Writing",null,18,92,590,91,801,5362,toefl,Speaking task 1 templates,178,False,71,32,10,543.7,false,PENDING,0.978,10,01/24/2026,1
1196,26,Advanced,"IELTS,Writing",,15,97,544,NaN,107,5291,Vocabulary,Word of the day,363,no,34,45,12,274.4,false,PENDING,0.057,7,2026-01-05 08:07:00,0
1039,19,Beginner,IELTS|Event|Speaking,22.6,32,12,252,59,293,5167,Writing,Cohesion vs coherence,N/A,yes,207,59,18,494.4,no,PENDING,0.099,1,2026/04/22,1
1125,24,Intermediate,Vocabulary; BusinessEnglish,7.3,23,9,545,79,409,5072,Writing,Essay feedback exchange,292,no,247,54,19,111.1,false,NOT_FRIEND,0.159,4,2026-04-26 02:18:00,1
1084,33,Intermediate,TOEFL; Listening,48.2,75,79,437,98,266,5052,Reading,Vocabulary in context,124,True,295,25,10,637.8,false,NOT_FRIEND,0.044,11,2026-02-07 08:52:00,0
1119,39, Advanced ,"Listening,BusinessEnglish,TOEFL",NaN,25,157,117,39,371,5350,Grammar,Articles a/an/the explained,-59,0,240,44,6,203.4,0,PENDING,0.027,0,03/05/2026,0
1139,21,Beginner,N/A,40.3,43,233,478,84,365,5411,Event,Mock TOEFL Saturday,552,0,195,2,14,191.8,false,NOT_FRIEND,0.156,3,2026-04-28 08:43:00,1
1218,32,BEGINNER,BusinessEnglish; Writing,57.2,22,143,68,97,668,5458,Vocabulary,Synonym swap challenge,261,no,9,1,7,149.1,False,NOT_FRIEND,0.098,1,16-04-2026,0
1019,22,intermediate,Vocabulary,30.2,78,14,170,111,793,5020,Writing,  Formal vs informal register,518,False,253,53,24,425.9,False,FRIEND,0.011,1,19-03-2026,0
1168,42,intermediate,Reading|Vocabulary|BusinessEnglish,22.2,21,120,517,2,167,5022,Speaking,  Storytelling fluency,350,no,113,50,10,267.6,no,BLOCKED,0.232,6,2026-03-07 09:50:00,0
1151,16,Intermediate,"Writing,Grammar",50.4,1,156,224,115,503,5093,Listening,  Dictation practice thread,N/A,false,149,68,17,220.7,False,FRIEND,0.214,8,2026-04-16 12:20:00,1
1060,25,intermediate,"Event,Listening,Speaking",55.9,45,249,581,78,453,5002, Event ,Speaking club Friday,141,1,62,31,16,85.2,no,NOT_FRIEND,0.775,11,2026-01-29 22:02:00,1
1108,23,Beginner,IELTS,39.9,66,160,118,120,740,5073,Vocabulary,Word of the day,87,true,189,43,9,412.1,false,BLOCKED,0.137,10,02/09/2026,0
1108,23,Beginner,IELTS,,66,160,118,120,740,5435,listening,Fast English drills,173,True,24,56,13,335.2,0,BLOCKED,0.103,1,2026-01-26 07:14:00,0
1044,23,Beginner,Grammar; Vocabulary,42.5,76,82,151,7,553,5372,TOEFL,Reading section pacing,348,1,127,48,0,151.2,false,PENDING,0.011,7,19-02-2026,1
1052,37,Advanced,Vocabulary; Listening,5.6,0,127,77,76,158,5562,TOEFL,Score 100+ study plan,145,0,88,11,6,156,no,NOT_FRIEND,0.182,4,01-04-2026,0
1064,41,Intermediate,"Listening,Writing",8.3,61,118,481,61,687,5100,WRITING,Formal vs informal register,445,True,145,78,21,515.9,0,PENDING,0.91,12,01/11/2026,1
1113,23,Advanced,Event; Vocabulary; Reading,59.2,42,154,423,12,190,5125,Speaking,Daily speaking partners,122,false,89,78,14,249,false,NOT_FRIEND,0.19,9,04/17/2026,1
1180,37,INTERMEDIATE,Grammar,17.9,27,174,483,118,542,5061,TOEFL,Speaking task 1 templates,382,false,129,43,20,242.7,false,NOT_FRIEND,0.088,0,2026-04-10 08:59:00,0
1175,38,Advanced,"Listening,TOEFL,Speaking",8.6,76,190,215,46,496,5343,Vocabulary,Word of the day,34,false,206,77,22,56.5,false,NOT_FRIEND,0.152,8,02/11/2026,1
1214,31,Intermediate,"Writing,Listening,Speaking",48.5,29,83,375,39,833,5473,Vocabulary,  Word of the day,102,yes,88,33,2,480.4,0,NOT_FRIEND,0.027,6,03/10/2026,0
1021,34,Advanced,Writing,46.1,56,145,284,46,772,5563,speaking,Daily speaking partners,46,0,344,69,2,395.2,no,BLOCKED,,11,04/01/2026,0
1167,28, Intermediate ,"IELTS,Listening,Grammar",14.5,60,26,471,69,117,5141,Listening,Fast English drills,443,yes,198,34,10,587.4,1,FRIEND,0.935,3,2026-03-10 01:23:00,1
1205,26,Advanced,"Grammar,BusinessEnglish",3.7,70,94,93,54,610,5304,VOCABULARY,Word of the day,374,false,256,36,14,98,false,BLOCKED,0.074,3,01/19/2026,0
1055,21,Beginner,Speaking; IELTS; Event,6.4,80,246,0,13,290,5125,speaking,Daily speaking partners,122,false,89,78,14,249,0,PENDING,0.878,2,2026-04-17 05:20:00,1
1147,40,Advanced,"Reading,TOEFL,IELTS",31,70,138,137,11,95,5385,BusinessEnglish,Job interview answers,54,false,342,60,15,499.5,true,BLOCKED,0.055,3,02/06/2026,0
1176,21,Intermediate,"Grammar,Event",51.4,73,232,469,9,45,5256, IELTS ,Writing task 2 essay structures,227,yes,82,70,16,33.4,false,BLOCKED,0.153,3,2026/01/24,0
1068,41,Advanced,"BusinessEnglish,Grammar",38.2,69,76,75,94,531,5357,Speaking,Accent reduction drills,null,0,301,36,21,199,0,BLOCKED,0.118,8,2026-04-30 12:03:00,1
1026,31,Beginner,Speaking; IELTS; BusinessEnglish,35.2,13,191,330,57,92,5144,Speaking,Small talk openers,34,no,262,80,4,181.4,0,PENDING,0.766,12,01/19/2026,1
1145,37,Intermediate,"Event,Grammar,Speaking",53.3,67,241,592,70,867,5543,BusinessEnglish,Presentation openings,32,true,193,87,1,380.9,false,FRIEND,0.095,0,2026-01-12 00:34:00,0
1107,20,Beginner,Grammar,57,26,124,202,54,70,5441,TOEFL,TOEFL Prep weekly thread,16,false,334,75,7,674.2,true,PENDING,0.097,9,01/09/2026,1
1033,35,Advanced,N/A,15.8,4,56,520,116,506,5217,Vocabulary,Collocations you should know,137,false,128,61,9,126.5,False,FRIEND,0.122,7,2026-04-15 16:14:00,1
1018,20, Advanced ,Speaking,37.2,14,46,548,91,65,5464, Listening ,Fast English drills,436,yes,101,47,4,82.8,0,PENDING,0.114,1,2026-02-01 21:57:00,1
1047,35,Intermediate,IELTS,42.6,20,54,375,0,567,5197,Vocabulary,Idioms in real conversations,396,no,227,65,11,332.7,yes,PENDING, ,10,04/25/2026,1
1157,34,Beginner,Vocabulary; Listening,43.6,28,1,206,9,795,5353,writing,Punctuation pitfalls,166,0,170,14,13,500.8,false,FRIEND,0.04,12,2026-03-09 22:22:00,1
1197,42,advanced,"TOEFL,BusinessEnglish",55.4,77,149,51,101,626,5452,Listening,Dictation practice thread,211,false,264,36,22,688.4,false,BLOCKED,0.149,7,2026-02-17 04:55:00,0
1213,31,Advanced,"Listening,BusinessEnglish,Vocabulary",41.7,48,232,595,20,735,5327,Writing,Essay feedback exchange,315,true,207,25,25,289.6,0,NOT_FRIEND,0.065,0,2026-02-09 13:54:00,0
1180,37,Intermediate,Grammar,17.9,27,174,483,118,542,5460,Writing,Punctuation pitfalls,569,0,167,31,22,521.5,false,NOT_FRIEND,0.107,8,2026-02-23 19:14:00,1
1182,16,BEGINNER,BusinessEnglish,44.2,36,240,9,94,646,5542,TOEFL,TOEFL Prep weekly thread,196,yes,76,32,7,53.5,false,NOT_FRIEND,0.059,9,2026-03-22 20:42:00,1
1081,31,Beginner,Reading,39.3,46,189,475,111,519,5118,TOEFL,Score 100+ study plan,36,false,20,38,9,690.1,0,PENDING,0.051,0,2026-03-15 11:01:00,0
1108,23,Beginner,IELTS,N/A,66,160,118,120,740,5374,Reading,Skimming vs scanning,175,false,7,7,16,138,false,NOT_FRIEND,0.076,9,15-01-2026,1
1218,32,Beginner,BusinessEnglish; Writing,57.2,22,143,68,97,668,5446,BusinessEnglish,Negotiation language,481,true,281,90,5,501.5,False,NOT_FRIEND,0.785,8,2026-02-26 12:24:00,1
1031,16,INTERMEDIATE,"Speaking,BusinessEnglish,IELTS",5.8,46,34,445,52,206,5424,Writing,Cohesion vs coherence,263,no,95,27,21,233.1,0,BLOCKED,0.136,3,2026-02-07 10:48:00,0
1177,29,Advanced,IELTS,43.9,46,59,486,95,865,5204,writing,Paraphrasing practice,558,true,210,19,1,466.6,false,FRIEND,0.145,12,2026-04-25 07:29:00,1
1178,40,beginner,"Listening,IELTS",26.3,77,33,209,114,713,5217,VOCABULARY,Collocations you should know,137,no,128,61,9,126.5,false,PENDING,0.104,1,04/15/2026,0
